Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote
Guinea,<1000 ,<500 , 1700,,1200 ,<1000 , 2100,,1500 ,<1000 , 2500,,1800 ,1000 , 3000,,2200 ,1300 , 3500,,2600 ,1600 , 4100,,3000 ,1900 , 4600,,3500 ,2300 , 5100,,4000 ,2600 , 5600,,4400 ,3000 , 6100,,4800 ,3300 , 6600,,5200 ,3600 , 6900,,5500 ,3900 , 7300,,5700 ,4100 , 7500,,5900 ,4300 , 7700,,6100 ,4600 , 7700,,5700 ,4400 , 7200,,4900 ,3800 , 6400,,5000 ,3900 , 6500,,4400 ,3400 , 5600,,3700 ,2900 , 4900,,3400 ,2600 , 4500,,3300 ,2400 , 4400,,2900 ,2100 , 4000,,2900 ,2000 , 4100,,3200 ,2200 , 4300,,3400 ,2400 , 4600,,3600 ,2600 , 4800,,3600 ,2700 , 4900,,3100 ,2300 , 4100,
Guinea-Bissau,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1200,,1100 ,<1000 , 1500,,1300 ,<1000 , 1700,,1500 ,1200 , 1900,,1700 ,1300 , 2200,,1900 ,1500 , 2400,,2000 ,1600 , 2500,,2000 ,1600 , 2400,,1900 ,1600 , 2300,,1700 ,1400 , 2100,,1700 ,1400 , 2100,,1700 ,1400 , 2000,,1600 ,1300 , 1900,,1500 ,1200 , 1700,,1500 ,1200 , 1800,,1600 ,1300 , 1900,,1600 ,1300 , 1800,,1400 ,1200 , 1700,,1400 ,1200 , 1700,,1500 ,1200 , 1700,
Guyana,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <200,,<200 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,
Haiti,3000 ,1800 , 4800,,3900 ,2400 , 5900,,4800 ,3100 , 7000,,5800 ,3800 , 8400,,6800 ,4600 , 9600,,7700 ,5400 , 11 000,,8600 ,6300 , 11 000,,9400 ,7100 , 12 000,,10 000 ,7800 , 13 000,,11 000 ,8400 , 13 000,,11 000 ,8900 , 13 000,,11 000 ,9400 , 14 000,,11 000 ,9700 , 14 000,,11 000 ,9700 , 13 000,,11 000 ,9700 , 13 000,,11 000 ,9400 , 12 000,,9500 ,8400 , 11 000,,7600 ,6600 , 8800,,6500 ,5600 , 7700,,5500 ,4700 , 6600,,5000 ,4200 , 6000,,5300 ,4400 , 6300,,5100 ,4300 , 6200,,4800 ,4100 , 5700,,4200 ,3500 , 4900,,3900 ,3200 , 4600,,3800 ,3100 , 4400,,3200 ,2600 , 3900,,2700 ,2100 , 3300,,2700 ,2100 , 3300,
Honduras,<1000 ,<500 , <1000,,<1000 ,<500 , 1300,,<1000 ,<1000 , 1600,,1100 ,<1000 , 1900,,1300 ,<1000 , 2100,,1500 ,1100 , 2400,,1800 ,1200 , 2600,,2000 ,1400 , 2900,,2200 ,1600 , 3000,,2400 ,1800 , 3100,,2500 ,2000 , 3200,,2700 ,2100 , 3300,,2700 ,2200 , 3300,,2600 ,2000 , 3000,,2000 ,1600 , 2400,,1900 ,1500 , 2200,,1700 ,1300 , 2000,,1500 ,1200 , 1800,,1400 ,1100 , 1700,,1300 ,1000 , 1600,,1200 ,<1000 , 1500,,1200 ,<1000 , 1500,,1100 ,<1000 , 1400,,1000 ,<1000 , 1300,,<1000 ,<1000 , 1300,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1100,
Hungary,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Iceland,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
India,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Indonesia,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Iran (Islamic Republic of),<100 ,<100 , <1000,,<100 ,<100 , <1000,,<200 ,<100 , <1000,,<200 ,<100 , <1000,,<200 ,<100 , <1000,,<200 ,<100 , <1000,,<200 ,<100 , 1000,,<500 ,<100 , 1100,,<500 ,<200 , 1200,,<500 ,<200 , 1200,,<500 ,<200 , 1300,,<1000 ,<500 , 1500,,<1000 ,<500 , 1800,,<1000 ,<500 , 2000,,1200 ,<1000 , 2300,,1400 ,<1000 , 2400,,1600 ,<1000 , 2700,,1800 ,<1000 , 2800,,2000 ,1200 , 3100,,2200 ,1300 , 3200,,2400 ,1500 , 3300,,2500 ,1600 , 3500,,2600 ,1700 , 3600,,2600 ,1600 , 3700,,2600 ,1600 , 3800,,2500 ,1600 , 4000,,2500 ,1500 , 4200,,2500 ,1400 , 4500,,2400 ,1300 , 5000,,2500 ,1200 , 5600,
Ireland,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Israel,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Italy,2700 ,2000 , 3400,,3200 ,2400 , 3900,,3600 ,2800 , 4400,,3900 ,3200 , 4700,,4200 ,3400 , 5100,,4400 ,3600 , 5400,,4400 ,3500 , 5300,,3500 ,2600 , 4400,,2200 ,1500 , 3000,,1600 ,1100 , 2200,,1300 ,<1000 , 1900,,1200 ,<1000 , 1700,,1200 ,<1000 , 1700,,1100 ,<1000 , 1800,,1200 ,<1000 , 1900,,1200 ,<1000 , 2000,,1200 ,<1000 , 2000,,1200 ,<1000 , 2100,,1200 ,<1000 , 2200,,1000 ,<1000 , 2000,,<1000 ,<1000 , 1900,,<1000 ,<1000 , 1900,,<1000 ,<1000 , 1900,,<1000 ,<1000 , 1800,,<1000 ,<500 , 1800,,<1000 ,<500 , 1700,,<1000 ,<500 , 1800,,<1000 ,<500 , 1800,,<1000 ,<500 , 1800,,<1000 ,<500 , 1700,
Jamaica,<500 ,<100 , <1000,,<500 ,<100 , <1000,,<500 ,<200 , <1000,,<1000 ,<500 , 1000,,<1000 ,<500 , 1200,,<1000 ,<500 , 1400,,1000 ,<1000 , 1600,,1200 ,<1000 , 1800,,1300 ,<1000 , 1900,,1500 ,<1000 , 2100,,1600 ,1100 , 2200,,1700 ,1200 , 2500,,1800 ,1300 , 2500,,1800 ,1400 , 2600,,1900 ,1500 , 2700,,1800 ,1400 , 2700,,1300 ,1000 , 2000,,1300 ,<1000 , 2100,,1200 ,<1000 , 1900,,1100 ,<1000 , 1800,,<1000 ,<1000 , 1600,,<1000 ,<1000 , 1700,,1000 ,<1000 , 1800,,<1000 ,<1000 , 1800,,1000 ,<1000 , 1800,,<1000 ,<1000 , 1700,,<1000 ,<1000 , 1800,,<1000 ,<1000 , 1800,,1000 ,<1000 , 1800,,1000 ,<1000 , 1800,
Japan,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
